country,indicator,date,year_week,value,source,url
Slovenia,Daily ICU occupancy,2020-10-15,2020-W42,40,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-16,2020-W42,43,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-17,2020-W42,44,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-18,2020-W42,50,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-19,2020-W43,56,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-20,2020-W43,55,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-21,2020-W43,55,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-22,2020-W43,62,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-23,2020-W43,65,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-24,2020-W43,66,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-25,2020-W43,73,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-26,2020-W44,82,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-27,2020-W44,88,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-28,2020-W44,102,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-29,2020-W44,114,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-30,2020-W44,123,Country_Github,
Slovenia,Daily ICU occupancy,2020-10-31,2020-W44,123,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-01,2020-W44,131,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-02,2020-W45,140,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-03,2020-W45,146,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-04,2020-W45,155,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-05,2020-W45,165,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-06,2020-W45,165,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-07,2020-W45,174,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-08,2020-W45,175,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-09,2020-W46,189,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-10,2020-W46,193,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-11,2020-W46,198,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-12,2020-W46,193,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-13,2020-W46,200,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-14,2020-W46,201,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-15,2020-W46,198,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-16,2020-W47,205,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-17,2020-W47,206,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-18,2020-W47,207,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-19,2020-W47,197,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-20,2020-W47,195,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-21,2020-W47,193,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-22,2020-W47,195,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-23,2020-W48,201,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-24,2020-W48,202,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-25,2020-W48,199,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-26,2020-W48,206,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-27,2020-W48,195,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-28,2020-W48,187,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-29,2020-W48,192,Country_Github,
Slovenia,Daily ICU occupancy,2020-11-30,2020-W49,201,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-01,2020-W49,208,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-02,2020-W49,197,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-03,2020-W49,195,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-04,2020-W49,197,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-05,2020-W49,191,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-06,2020-W49,194,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-07,2020-W50,191,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-08,2020-W50,189,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-09,2020-W50,196,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-10,2020-W50,187,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-11,2020-W50,193,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-12,2020-W50,189,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-13,2020-W50,197,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-14,2020-W51,205,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-15,2020-W51,201,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-16,2020-W51,204,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-17,2020-W51,202,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-18,2020-W51,204,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-19,2020-W51,200,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-20,2020-W51,199,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-21,2020-W52,206,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-22,2020-W52,207,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-23,2020-W52,205,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-24,2020-W52,208,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-25,2020-W52,200,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-26,2020-W52,207,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-27,2020-W52,205,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-28,2020-W53,203,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-29,2020-W53,201,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-30,2020-W53,205,Country_Github,
Slovenia,Daily ICU occupancy,2020-12-31,2020-W53,191,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-01,2020-W53,184,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-02,2020-W53,184,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-03,2020-W53,186,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-04,2021-W01,191,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-05,2021-W01,184,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-06,2021-W01,187,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-07,2021-W01,187,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-08,2021-W01,188,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-09,2021-W01,189,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-10,2021-W01,200,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-11,2021-W02,197,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-12,2021-W02,189,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-13,2021-W02,201,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-14,2021-W02,196,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-15,2021-W02,194,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-16,2021-W02,189,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-17,2021-W02,187,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-18,2021-W03,180,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-19,2021-W03,184,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-20,2021-W03,178,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-21,2021-W03,181,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-22,2021-W03,183,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-23,2021-W03,185,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-24,2021-W03,184,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-25,2021-W04,188,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-26,2021-W04,181,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-27,2021-W04,168,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-28,2021-W04,169,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-29,2021-W04,168,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-30,2021-W04,161,Country_Github,
Slovenia,Daily ICU occupancy,2021-01-31,2021-W04,165,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-01,2021-W05,171,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-02,2021-W05,168,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-03,2021-W05,163,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-04,2021-W05,165,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-05,2021-W05,161,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-06,2021-W05,156,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-07,2021-W05,157,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-08,2021-W06,160,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-09,2021-W06,159,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-10,2021-W06,156,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-11,2021-W06,155,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-12,2021-W06,153,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-13,2021-W06,146,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-14,2021-W06,137,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-15,2021-W07,134,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-16,2021-W07,126,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-17,2021-W07,127,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-18,2021-W07,116,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-19,2021-W07,115,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-20,2021-W07,109,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-21,2021-W07,103,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-22,2021-W08,104,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-23,2021-W08,107,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-24,2021-W08,104,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-25,2021-W08,103,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-26,2021-W08,93,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-27,2021-W08,95,Country_Github,
Slovenia,Daily ICU occupancy,2021-02-28,2021-W08,93,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-01,2021-W09,91,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-02,2021-W09,85,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-03,2021-W09,82,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-04,2021-W09,85,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-05,2021-W09,84,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-06,2021-W09,88,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-07,2021-W09,88,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-08,2021-W10,91,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-09,2021-W10,90,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-10,2021-W10,91,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-11,2021-W10,89,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-12,2021-W10,83,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-13,2021-W10,84,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-14,2021-W10,83,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-15,2021-W11,87,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-16,2021-W11,84,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-17,2021-W11,83,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-18,2021-W11,85,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-19,2021-W11,88,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-20,2021-W11,88,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-21,2021-W11,93,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-22,2021-W12,96,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-23,2021-W12,97,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-24,2021-W12,98,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-25,2021-W12,106,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-26,2021-W12,106,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-27,2021-W12,104,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-28,2021-W12,104,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-29,2021-W13,110,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-30,2021-W13,102,Country_Github,
Slovenia,Daily ICU occupancy,2021-03-31,2021-W13,108,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-01,2021-W13,106,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-02,2021-W13,116,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-03,2021-W13,123,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-04,2021-W13,123,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-05,2021-W14,126,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-06,2021-W14,133,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-07,2021-W14,131,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-08,2021-W14,129,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-09,2021-W14,138,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-10,2021-W14,140,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-11,2021-W14,139,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-12,2021-W15,141,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-13,2021-W15,145,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-14,2021-W15,153,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-15,2021-W15,149,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-16,2021-W15,152,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-17,2021-W15,150,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-18,2021-W15,152,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-19,2021-W16,155,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-20,2021-W16,156,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-21,2021-W16,153,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-22,2021-W16,154,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-23,2021-W16,157,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-24,2021-W16,159,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-25,2021-W16,156,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-26,2021-W17,156,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-27,2021-W17,160,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-28,2021-W17,154,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-29,2021-W17,153,Country_Github,
Slovenia,Daily ICU occupancy,2021-04-30,2021-W17,152,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-01,2021-W17,152,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-02,2021-W17,151,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-03,2021-W18,148,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-04,2021-W18,143,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-05,2021-W18,140,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-06,2021-W18,140,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-07,2021-W18,141,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-08,2021-W18,127,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-09,2021-W18,129,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-10,2021-W19,132,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-11,2021-W19,131,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-12,2021-W19,127,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-13,2021-W19,123,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-14,2021-W19,124,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-15,2021-W19,121,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-16,2021-W19,120,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-17,2021-W20,122,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-18,2021-W20,113,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-19,2021-W20,111,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-20,2021-W20,111,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-21,2021-W20,106,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-22,2021-W20,98,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-23,2021-W20,99,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-24,2021-W21,96,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-25,2021-W21,92,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-26,2021-W21,85,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-27,2021-W21,80,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-28,2021-W21,79,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-29,2021-W21,76,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-30,2021-W21,77,Country_Github,
Slovenia,Daily ICU occupancy,2021-05-31,2021-W22,73,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-01,2021-W22,68,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-02,2021-W22,63,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-03,2021-W22,62,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-04,2021-W22,61,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-05,2021-W22,53,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-06,2021-W22,49,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-07,2021-W23,51,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-08,2021-W23,51,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-09,2021-W23,47,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-10,2021-W23,48,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-11,2021-W23,46,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-12,2021-W23,42,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-13,2021-W23,44,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-14,2021-W24,42,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-15,2021-W24,40,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-16,2021-W24,38,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-17,2021-W24,37,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-18,2021-W24,39,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-19,2021-W24,37,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-20,2021-W24,37,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-21,2021-W25,35,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-22,2021-W25,33,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-23,2021-W25,29,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-24,2021-W25,28,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-25,2021-W25,26,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-26,2021-W25,23,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-27,2021-W25,22,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-28,2021-W26,22,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-29,2021-W26,19,Country_Github,
Slovenia,Daily ICU occupancy,2021-06-30,2021-W26,16,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-01,2021-W26,15,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-02,2021-W26,15,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-03,2021-W26,15,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-04,2021-W26,16,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-05,2021-W27,15,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-06,2021-W27,14,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-07,2021-W27,10,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-08,2021-W27,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-09,2021-W27,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-10,2021-W27,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-11,2021-W27,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-12,2021-W28,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-13,2021-W28,10,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-14,2021-W28,10,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-15,2021-W28,10,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-16,2021-W28,10,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-17,2021-W28,10,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-18,2021-W28,10,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-19,2021-W29,10,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-20,2021-W29,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-21,2021-W29,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-22,2021-W29,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-23,2021-W29,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-24,2021-W29,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-25,2021-W29,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-26,2021-W30,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-27,2021-W30,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-28,2021-W30,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-29,2021-W30,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-30,2021-W30,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-07-31,2021-W30,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-01,2021-W30,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-02,2021-W31,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-03,2021-W31,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-04,2021-W31,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-05,2021-W31,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-06,2021-W31,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-07,2021-W31,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-08,2021-W31,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-09,2021-W32,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-10,2021-W32,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-11,2021-W32,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-12,2021-W32,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-13,2021-W32,6,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-14,2021-W32,7,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-15,2021-W32,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-16,2021-W33,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-17,2021-W33,10,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-18,2021-W33,8,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-19,2021-W33,9,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-20,2021-W33,11,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-21,2021-W33,14,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-22,2021-W33,16,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-23,2021-W34,17,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-24,2021-W34,18,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-25,2021-W34,18,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-26,2021-W34,18,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-27,2021-W34,20,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-28,2021-W34,20,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-29,2021-W34,21,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-30,2021-W35,24,Country_Github,
Slovenia,Daily ICU occupancy,2021-08-31,2021-W35,29,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-01,2021-W35,34,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-02,2021-W35,39,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-03,2021-W35,42,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-04,2021-W35,42,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-05,2021-W35,41,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-06,2021-W36,47,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-07,2021-W36,50,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-08,2021-W36,58,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-09,2021-W36,60,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-10,2021-W36,58,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-11,2021-W36,60,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-12,2021-W36,65,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-13,2021-W37,66,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-14,2021-W37,71,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-15,2021-W37,71,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-16,2021-W37,78,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-17,2021-W37,84,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-18,2021-W37,88,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-19,2021-W37,94,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-20,2021-W38,98,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-21,2021-W38,101,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-22,2021-W38,103,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-23,2021-W38,101,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-24,2021-W38,103,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-25,2021-W38,102,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-26,2021-W38,104,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-27,2021-W39,106,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-28,2021-W39,104,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-29,2021-W39,112,Country_Github,
Slovenia,Daily ICU occupancy,2021-09-30,2021-W39,107,Country_Github,
Slovenia,Daily ICU occupancy,2021-10-01,2021-W39,114,Country_Github,
Slovenia,Daily ICU occupancy,2021-10-02,2021-W39,120,Country_Github,
Slovenia,Daily ICU occupancy,2021-10-03,2021-W39,121,Country_Github,
Slovenia,Daily ICU occupancy,2021-10-04,2021-W40,120,Country_Github,
Slovenia,Daily ICU occupancy,2021-10-05,2021-W40,120,Country_Github,
Slovenia,Daily ICU occupancy,2021-10-06,2021-W40,113,Country_Github,
Slovenia,Daily ICU occupancy,2021-10-07,2021-W40,113,Country_Github,
